Name,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble
31-07-2009,45025.10,6415.30,939.00,1388.80,3521.30,9319575.00,3449.00,31954.20,16726876.50,5209.60,1153279.80,662.30,29634.80
31-08-2009,46652.30,6526.60,955.50,1433.70,3583.40,9631440.00,3509.50,32496.60,17026054.50,5281.10,1193323.90,665.80,30371.60
30-09-2009,47900.60,6797.30,995.80,1480.00,3734.30,9623923.80,3657.30,33268.00,17764677.90,5478.60,1173242.40,681.20,29922.30
30-10-2009,48843.60,7100.60,1040.00,1558.90,3900.10,9932000.00,3819.80,34762.00,18571280.00,5691.90,1229540.00,704.90,30285.90
30-11-2009,54690.00,8027.00,1175.80,1798.20,4409.10,11116716.30,4319.20,39087.80,21733738.80,6439.60,1367161.90,783.10,34366.60
31-12-2009,50606.80,7424.40,1087.50,1630.10,4078.90,10217062.50,3994.60,36257.30,20090475.00,5964.70,1266366.40,758.00,32965.90
29-01-2010,49794.30,7362.70,1078.50,1606.70,4044.50,10083975.00,3961.40,35800.80,19924209.00,5894.00,1252947.40,775.90,32709.50
26-02-2010,51095.90,7564.90,1108.30,1708.20,4156.00,10345513.80,4070.60,36644.30,21139868.80,6084.30,1285459.10,812.10,33140.00
31-03-2010,50080.40,7614.30,1115.50,1698.00,4183.30,10150492.30,4097.20,36069.70,21294895.00,6141.90,1262132.40,824.40,32819.40
30-04-2010,52311.50,8048.60,1179.30,1751.10,4422.80,10629759.50,4331.40,38154.60,22379216.90,6555.50,1307021.60,886.90,34460.60
31-05-2010,55985.70,8244.70,1207.50,1899.20,4528.40,11078812.50,4435.30,39255.80,22924387.50,6835.10,1451433.00,984.10,37331.10
30-06-2010,57777.60,8436.10,1244.00,1969.60,4665.60,11276860.00,4569.10,40293.20,23735520.00,7085.80,1520124.30,1015.60,38855.10
30-07-2010,54247.40,7920.00,1169.00,1761.10,4383.90,10460796.50,4293.70,37729.50,22298675.00,6664.50,1383014.60,897.30,35426.50
31-08-2010,58611.80,8482.00,1246.00,1897.50,4672.70,11257610.00,4576.20,38993.60,24290770.00,7109.20,1493829.30,980.40,38354.40
30-09-2010,58730.00,8745.40,1307.00,1890.50,4901.60,11664975.00,4800.60,39667.40,25453825.00,7440.80,1490306.80,957.40,39953.70
29-10-2010,59829.40,8983.90,1346.80,1928.70,5050.50,12036578.10,4946.60,40375.60,26248157.50,7777.10,1515430.40,969.00,41556.90
30-11-2010,63481.90,9223.80,1383.50,2085.50,5188.80,12498539.00,5081.60,41823.20,26976866.50,8010.50,1604029.80,1062.80,43582.30
31-12-2010,62846.90,9261.80,1405.50,2163.10,5271.00,12663555.00,5162.50,42368.80,27403736.30,8158.90,1595101.80,1047.70,42905.70
31-01-2011,60922.60,8762.20,1327.00,2127.40,4977.10,12006696.00,4874.00,40997.70,25873182.50,7772.90,1487964.80,967.90,39515.40
28-02-2011,63868.90,9272.50,1411.00,2257.90,5292.10,12447136.50,5182.70,43141.30,29458152.50,8312.20,1592525.00,1021.60,40713.80
31-03-2011,64172.20,9423.30,1439.00,2221.60,5396.50,12530092.50,5285.00,43522.60,30067905.00,8575.70,1578511.00,1014.00,40896.40
29-04-2011,67892.10,9966.90,1535.50,2332.70,5757.70,13150022.00,5639.90,45834.70,31700397.50,9131.60,1645518.40,1035.00,42035.10
31-05-2011,69211.60,9955.10,1536.50,2455.00,5762.00,13114795.80,5643.60,46555.90,31567392.50,9129.90,1658113.80,1068.80,43005.90
30-06-2011,67299.60,9731.60,1505.50,2444.90,5645.70,12910415.30,5529.70,46256.50,30990717.50,8985.60,1607346.90,1038.40,42026.80
29-07-2011,71963.40,10482.00,1628.50,2731.20,6107.20,13846321.30,5981.30,48570.00,33538957.50,9702.60,1716927.20,1133.30,45009.10
31-08-2011,83511.70,11566.90,1813.50,3113.10,6800.80,15474595.50,6660.40,54350.60,37778832.00,10796.20,1934732.20,1259.60,52323.60
30-09-2011,79339.50,10345.20,1620.00,3012.30,6075.70,14239800.00,5950.30,50357.70,33743790.00,9663.70,1908440.70,1207.40,52225.60
31-10-2011,83852.80,10943.10,1722.00,3035.70,6458.20,15244005.00,6324.90,52951.50,36176637.00,10277.80,1908320.30,1234.60,52106.00
30-11-2011,91149.90,11137.60,1746.00,3185.60,6548.20,15906060.00,6413.10,54422.80,36675603.00,10484.40,1995154.10,1297.00,53627.20
30-12-2011,81303.80,9636.10,1531.00,2891.50,5741.60,13882342.50,5623.40,48303.00,32202288.50,9233.10,1763712.00,1179.40,49180.30
31-01-2012,86232.10,11002.00,1744.00,3089.80,6540.40,15678560.00,6405.70,53933.20,36655392.00,10513.70,1959122.20,1332.30,52784.30
29-02-2012,86747.70,11139.70,1770.00,3090.30,6638.30,15965400.00,6501.20,53569.10,36877950.00,10674.40,1980143.00,1323.20,51710.50
30-03-2012,84696.10,10470.40,1662.50,2964.10,6235.10,15201900.00,6106.40,51288.10,34663125.00,10041.50,1883695.30,1248.40,48953.10
30-04-2012,87020.90,10419.70,1651.30,2904.50,6192.70,15175813.10,6065.00,50775.90,34453331.30,9982.20,1866118.90,1247.60,48493.10
31-05-2012,87493.40,9922.90,1558.00,2903.60,5843.00,14645200.00,5722.50,49567.80,32515460.00,9410.30,1838829.50,1260.10,52156.80
29-06-2012,89252.20,10157.00,1598.50,2891.20,5995.10,15013911.30,5871.30,50768.40,33416642.50,9684.50,1830841.70,1259.60,51850.20
31-07-2012,90207.50,10320.30,1622.00,2905.20,6083.20,15352230.00,5957.60,51044.30,33851140.00,9853.20,1833873.80,1317.00,52191.90
31-08-2012,91697.80,10465.30,1648.50,2997.10,6182.30,15718447.50,6054.90,51655.70,34354740.00,10060.40,1870429.30,1307.80,53285.70
28-09-2012,93675.10,11162.00,1776.00,3189.00,6660.20,16996320.00,6523.30,54665.30,37091760.00,10827.80,1973890.50,1380.50,55413.40
31-10-2012,92473.60,10721.80,1719.00,3084.70,6446.60,16510995.00,6313.90,52687.30,35841150.00,10507.40,1874741.20,1326.60,53901.80
30-11-2012,93885.80,10747.30,1726.00,3082.60,6472.70,16558381.00,6339.60,52970.90,35987100.00,10547.60,1868998.90,1327.10,53357.10
31-12-2012,90814.40,10326.70,1657.50,2958.10,6216.40,15974156.30,6088.10,50702.90,34542300.00,10548.90,1774478.00,1257.20,50633.30
31-01-2013,88548.00,10352.80,1664.80,2928.50,6243.10,16214665.00,6114.60,49642.80,34693390.00,11179.10,1812787.60,1226.40,49967.90
28-02-2013,86422.30,9882.50,1588.50,2857.20,5957.20,15350469.80,5834.60,47257.90,33287017.50,10707.10,1720067.40,1215.10,48612.30
29-03-2013,86864.90,9932.00,1598.30,2892.00,5993.70,15530994.40,5870.40,46804.70,33471350.60,10873.00,1778212.70,1244.70,49680.60
30-04-2013,79142.40,9056.40,1469.00,2634.60,5509.10,14282352.50,5396.10,43115.10,30746170.00,10186.40,1617809.40,1114.20,45483.90
31-05-2013,78768.30,8554.60,1394.50,2616.40,5229.70,13659127.50,5121.90,42218.50,29302628.50,9738.80,1575366.60,1076.00,44535.10
28-06-2013,70834.60,7316.00,1192.00,2299.90,4470.20,11830600.00,4378.20,36969.90,25276360.00,8367.10,1361323.40,917.00,39131.00
31-07-2013,79928.20,8056.40,1314.50,2553.40,4929.90,13509773.80,4828.20,41143.80,27834537.50,9201.40,1476741.90,990.00,43427.70
30-08-2013,92151.10,8535.20,1394.80,2842.90,5231.10,15230670.00,5123.00,44897.00,29505936.30,9743.20,1548242.00,1057.80,46449.40
30-09-2013,83045.50,8120.80,1326.50,2683.30,4974.70,15360870.00,4872.20,41492.90,28005731.30,9141.60,1425556.10,979.90,42963.30
31-10-2013,81366.40,8069.10,1324.00,2637.70,4965.50,14924790.00,4863.10,41209.50,27936400.00,9120.10,1404433.00,973.90,42488.70
29-11-2013,78300.00,7634.80,1253.00,2529.60,4699.20,14989012.50,4602.30,40233.80,26463360.00,8625.30,1326049.70,920.30,41449.40
31-12-2013,74504.30,7291.90,1204.50,2587.90,4517.40,14658765.00,4424.10,39579.90,25408927.50,8369.50,1271168.90,874.10,39579.90
31-01-2014,78381.40,7581.10,1251.00,2828.40,4691.70,15274710.00,4594.90,41295.50,26346060.00,8709.00,1339007.70,927.70,44048.30
28-02-2014,82216.50,8151.30,1326.50,2925.50,4974.80,15399338.50,4872.20,43277.10,27989150.00,9233.30,1416038.80,960.40,47668.80
31-03-2014,77146.50,8032.10,1291.80,2763.30,4844.50,14674280.00,4744.60,41904.40,27252695.60,9000.20,1375003.20,937.20,45390.00
30-04-2014,77715.90,8065.10,1288.50,2728.30,4832.50,14896992.80,4732.60,41695.80,27164801.30,9029.20,1331406.80,929.30,45919.20
30-05-2014,73892.00,7812.30,1250.50,2618.80,4690.10,14599587.50,4593.00,41053.90,26457453.80,8941.50,1275760.00,916.40,43587.10
30-06-2014,79090.70,8159.60,1315.00,2788.20,4931.90,15589325.00,4829.70,42678.30,28048950.00,9402.30,1330516.70,960.50,44778.90
31-07-2014,77786.50,7936.00,1285.30,2757.10,4820.30,14879981.90,4720.80,41269.40,27289070.60,9189.60,1321044.00,960.60,45866.30
29-08-2014,78019.30,7898.60,1285.80,2774.60,4822.10,15040060.60,4722.60,41066.80,27251471.30,9193.20,1303686.20,976.10,47690.70
30-09-2014,75131.00,7468.70,1216.50,2774.60,4563.70,14823052.50,4468.10,39445.00,25823253.80,8698.00,1283711.60,963.00,48118.70
31-10-2014,71484.90,7117.60,1164.30,2584.90,4368.00,14069961.30,4276.30,37919.60,24775240.00,8324.40,1244268.90,929.20,50038.60
28-11-2014,73395.50,7268.00,1182.80,2622.30,4438.90,14434281.00,4344.30,38835.60,25307893.10,8456.70,1310427.80,948.70,58513.60
31-12-2014,76125.70,7482.00,1206.00,2819.30,4525.50,14936310.00,4429.60,39677.40,25793325.00,8623.00,1325574.80,996.70,72360.00
30-01-2015,78053.60,7877.80,1260.30,3073.90,4738.90,15964216.90,4629.00,41248.00,26861598.60,9565.40,1378209.20,1116.80,88627.10
27-02-2015,75031.30,7611.30,1214.00,3053.20,4552.80,15690950.00,4458.70,39248.60,25915865.00,9262.90,1332425.50,1082.30,75042.50
31-03-2015,74283.90,7358.90,1187.00,3082.00,4452.60,15520025.00,4359.70,38625.00,25585785.00,9056.90,1316917.10,1105.20,68997.00
30-04-2015,74963.60,7320.90,1180.30,3157.40,4426.10,15298990.60,4335.00,38906.90,25481597.50,9005.40,1265228.00,1053.30,60888.70
29-05-2015,76090.20,7384.90,1191.40,3171.50,4468.20,15755072.30,4376.10,40078.70,25990388.90,9090.40,1320368.90,1086.70,62664.50
30-06-2015,74569.30,7261.40,1171.00,3137.10,4391.30,15612357.50,4301.00,39551.10,25572883.50,8934.80,1306191.90,1051.00,65242.10
31-07-2015,70427.40,6820.70,1098.40,3034.60,4119.30,14858604.70,4034.20,38713.10,23964889.10,8600.50,1285292.50,994.20,67029.50
31-08-2015,75449.10,7237.10,1135.00,3304.00,4256.90,15946750.00,4168.90,40684.10,25516502.50,8887.10,1342421.30,1012.90,75727.20
30-09-2015,73123.00,7081.80,1114.00,3372.90,4177.80,16320100.00,4091.60,40432.60,25039935.00,8722.70,1320424.00,998.00,73085.00
30-10-2015,74646.80,7216.80,1142.40,3326.10,4284.40,15635913.60,4195.70,40630.50,25514955.20,9173.10,1302335.70,1034.10,72933.60
30-11-2015,70780.90,6794.10,1061.90,3086.40,3985.80,14691385.20,3900.40,38058.50,23892747.80,8314.70,1229733.00,1005.40,70135.80
31-12-2015,70125.60,6883.20,1060.00,3094.00,3979.10,14612100.00,3893.40,38144.10,23834100.00,8299.90,1242902.80,975.80,77417.10
29-01-2016,75466.20,7314.30,1111.80,3290.70,4170.90,15315042.30,4083.70,39727.40,24715309.70,8705.50,1332936.70,1027.50,83608.70
29-02-2016,84498.00,8085.00,1234.90,3648.90,4631.50,16513081.50,4535.90,43999.50,27538267.80,9669.30,1527200.70,1136.50,92670.80
31-03-2016,81917.20,8000.40,1237.00,3483.00,4639.60,16402620.00,4543.50,43517.70,27576441.00,10984.50,1414633.00,1085.50,82705.80
29-04-2016,85277.10,8336.80,1285.70,3592.50,4821.60,16955150.90,4722.10,44907.70,28657136.30,11416.50,1464869.40,1122.50,83159.00
31-05-2016,81556.10,7981.70,1212.10,3577.70,4545.60,16557284.00,4451.90,43302.30,27138915.70,10763.40,1444580.40,1088.80,80091.00
30-06-2016,89144.00,8774.50,1320.80,3798.00,4953.90,17450409.40,4851.30,46411.20,29458008.00,11728.20,1521305.70,1188.90,84366.20
29-07-2016,89893.90,8931.00,1342.00,4012.80,5032.90,17578187.00,4929.30,46741.80,29925258.00,11916.90,1503241.20,1200.10,88845.40
31-08-2016,87680.50,8743.60,1309.30,3874.20,4910.20,17367201.30,4809.00,45320.30,29202821.30,11626.10,1459813.80,1175.50,85549.70
30-09-2016,88052.00,8821.10,1322.50,3968.40,4961.70,17259947.50,4857.50,45824.60,29497701.30,11743.70,1456535.20,1176.80,83345.60
31-10-2016,84952.40,8612.50,1272.00,3938.80,4770.60,16597056.00,4672.20,44516.80,28394856.00,11295.30,1455486.00,1160.40,80504.10
30-11-2016,80639.70,8113.60,1178.10,4039.50,4419.00,15966198.30,4327.00,42034.00,26695742.70,20940.70,1377257.40,1110.60,76075.80
30-12-2016,77772.20,7963.40,1145.90,4030.80,4299.20,15438136.40,4208.80,41035.20,26093286.70,20775.20,1384017.70,1086.40,69950.00
31-01-2017,82282.40,8341.60,1212.80,4578.70,4548.20,16193909.40,4454.50,42702.70,27400179.60,22982.60,1409394.50,1122.20,72893.10
28-02-2017,83772.10,8624.50,1255.60,4554.80,4708.70,16744679.70,4611.20,43827.30,28582475.10,19838.50,1419769.50,1181.60,73372.60
31-03-2017,80834.30,8579.30,1244.90,4533.30,4668.50,16588246.70,4572.30,42776.10,28326558.40,22469.50,1392115.40,1163.90,70137.20
28-04-2017,81470.70,8735.20,1266.50,4500.70,4749.50,16880511.40,4651.70,43806.50,28803504.50,22859.40,1441093.30,1163.00,72179.00
31-05-2017,81695.20,8636.80,1266.20,4477.90,4748.80,16865783.40,4650.80,43126.80,28761731.90,22918.20,1417637.30,1126.00,71872.70
30-06-2017,80295.90,8421.80,1242.30,4375.90,4658.80,16556086.90,4562.70,42199.20,28237584.80,22509.60,1421320.20,1089.20,73626.60
31-07-2017,81314.90,8529.20,1267.60,4466.40,4753.40,16888833.60,4655.70,42179.60,28806970.60,22708.20,1418451.40,1075.10,76257.40
31-08-2017,83855.20,8653.50,1311.80,4528.90,4919.30,17501368.50,4818.20,43556.60,29818045.10,23165.50,1479129.10,1103.30,76179.90
29-09-2017,83812.10,8523.40,1283.10,4562.80,4811.80,17282071.90,4712.40,42791.40,29160368.80,22646.70,1469598.20,1085.40,73852.00
31-10-2017,82269.20,8417.80,1270.20,4822.20,4763.40,17226408.10,4664.80,42194.40,28848279.70,22401.30,1423012.30,1090.30,74107.70
30-11-2017,82547.30,8463.00,1280.20,5000.50,4801.00,17315984.50,4702.20,41811.30,29085502.80,22637.10,1393177.60,1073.70,74781.30
29-12-2017,82401.30,8407.00,1291.00,4895.00,4841.60,17515642.50,4741.60,42073.70,29317319.00,22954.00,1382079.80,1075.10,74324.50
31-01-2018,85550.20,8462.00,1345.10,5045.80,5043.90,18008199.30,4940.50,42127.00,30545072.30,23753.60,1436311.20,1079.70,75680.90
28-02-2018,85853.00,8344.60,1317.90,5016.30,4942.30,18118458.70,4840.40,41367.30,29990309.10,23273.20,1427099.50,1080.50,74191.60
30-03-2018,86343.70,8329.30,1323.90,5244.30,4964.40,18226102.90,4862.50,41396.80,30196353.20,23339.50,1411091.40,1076.40,76121.40
30-04-2018,87643.00,8332.10,1313.20,5338.50,4924.80,18269894.30,4823.60,41444.60,29893027.10,23163.20,1402563.00,1086.90,82699.60
31-05-2018,88088.30,8355.50,1305.40,5923.00,4895.60,18137836.20,4794.70,41758.10,29769808.80,23359.20,1407101.80,1118.30,81359.20
29-06-2018,85674.60,8284.60,1250.50,5728.60,4689.60,17918947.80,4593.10,41427.40,28708455.20,22370.60,1393626.50,1071.00,78406.30
31-07-2018,83740.40,8334.80,1221.00,5993.60,4579.10,17606098.30,4484.70,40621.00,28427377.70,21836.70,1365815.50,1043.50,76184.20
31-08-2018,85285.30,8212.30,1202.50,7962.90,4509.80,17712087.80,4416.80,39356.20,28021893.70,21439.70,1338507.10,1033.50,80989.50
28-09-2018,86063.70,8169.00,1187.30,7132.20,4452.50,17691805.90,4360.80,38395.70,27695574.40,21275.50,1316957.10,1022.20,77759.00
31-10-2018,89839.50,8473.20,1215.00,6807.70,4557.50,18470276.60,4462.60,40275.60,28363614.10,21790.10,1384496.00,1072.30,79870.80
30-11-2018,84857.10,8454.40,1217.60,6391.30,4567.90,17414006.10,4472.20,40042.20,28390217.60,21806.30,1364812.40,1075.30,81518.00
31-12-2018,89293.40,8781.20,1279.00,6804.20,4797.90,18392020.00,4698.00,41644.20,29666405.00,22919.70,1427108.00,1118.80,88727.40
31-01-2019,94109.50,8873.10,1323.30,6849.00,4962.90,18489110.60,4860.30,41341.60,30698076.80,23408.30,1472314.00,1153.20,86644.80
28-02-2019,93826.20,8820.10,1319.20,7036.40,4947.30,18557141.30,4845.20,41569.70,30604277.70,23111.50,1483647.80,1158.50,86927.00
29-03-2019,89738.80,8705.40,1295.40,7318.50,4858.20,18446494.60,4758.10,41109.50,30058459.30,22449.30,1470408.20,1153.70,85104.50
30-04-2019,89188.80,8638.60,1282.30,7654.70,4809.00,18272772.20,4710.10,40937.40,29861556.70,22055.60,1497918.40,1144.20,82807.70
31-05-2019,90288.50,8943.20,1295.60,7560.40,4858.80,18490734.60,4758.70,41000.90,30336594.20,21687.50,1542870.10,1162.60,84393.70
28-06-2019,97259.70,9677.40,1409.00,8149.70,5284.10,19905647.50,5175.50,43210.50,32836745.00,23523.20,1626901.70,1237.30,88872.70
31-07-2019,98194.00,9829.40,1427.60,7939.70,5354.10,20009965.60,5243.60,43904.30,33165550.80,23654.50,1688934.00,1282.20,90545.90
30-08-2019,109139.20,10920.90,1528.40,8904.80,5732.60,21680352.60,5614.00,46727.00,35437480.10,25295.00,1851274.40,1387.90,101808.60
30-09-2019,105261.40,10602.70,1485.30,8386.70,5571.70,21083830.70,5455.70,45427.90,34460440.80,24160.20,1776641.20,1362.40,96370.00
31-10-2019,107169.80,10630.10,1511.00,8631.40,5666.50,21209204.50,5549.40,45623.10,35058571.70,24386.70,1757914.70,1354.30,96808.40
29-11-2019,104747.50,10259.70,1460.20,8386.40,5475.60,20595414.40,5363.40,44122.10,33846274.70,23537.60,1724655.90,1324.30,93843.80
31-12-2019,108120.00,10551.30,1514.80,9014.30,5682.30,21028516.90,5563.90,45372.40,35100544.40,24311.70,1751732.60,1349.40,94083.00
31-01-2020,113044.60,10978.50,1584.20,9481.40,5943.90,21632250.30,5818.80,49379.50,36789875.50,25030.40,1888128.90,1429.50,101248.30
28-02-2020,116178.90,11252.90,1609.90,10060.40,6039.40,23097324.30,5912.80,50798.80,37414526.10,25166.00,1955162.90,1465.60,108181.90
31-03-2020,121719.10,11412.40,1609.00,10603.40,6044.80,26241973.70,5909.90,52801.70,37998571.00,25324.90,1958655.40,1466.40,125713.30
30-04-2020,127868.00,12008.00,1702.80,11901.40,6393.80,25328406.30,6254.40,55092.50,39893729.80,26818.30,2074715.70,1554.60,125916.20
29-05-2020,130717.80,12352.60,1728.70,11792.30,6495.60,25256306.30,6349.80,54989.90,40246727.90,27417.20,2140908.40,1554.10,122117.50
30-06-2020,133498.20,12507.70,1768.10,12119.90,6632.10,25257309.90,6494.50,54647.60,41030530.90,28537.10,2126759.40,1574.20,125984.90
31-07-2020,146999.10,13714.00,1964.90,13714.00,7369.20,28687538.60,7217.40,61270.50,45539502.60,31379.50,2340981.60,1661.70,145820.10
31-08-2020,144075.60,13417.20,1957.40,14404.10,7340.90,28503910.80,7189.60,60917.60,45361588.50,31024.00,2325136.00,1636.70,144982.20
30-09-2020,139215.50,12850.90,1886.90,14537.00,7077.60,28077070.60,6930.90,59791.10,43742113.50,29737.50,2206729.40,1609.10,146425.80
30-10-2020,139459.20,12608.80,1881.90,15775.60,7057.50,27522057.70,6912.30,58652.60,43625989.90,29545.10,2135335.20,1615.50,149583.60
30-11-2020,130527.80,11601.50,1762.60,13787.10,6610.60,24887206.70,6474.10,53317.10,40789814.50,27654.40,1950349.80,1473.50,134826.30
31-12-2020,137922.20,12344.50,1887.60,14029.60,7081.50,26520781.40,6933.40,56552.50,43570529.30,29692.00,2050500.10,1542.70,139615.20
29-01-2021,135982.90,12041.60,1863.80,13602.90,6990.70,26149114.70,6846.00,55783.50,42958727.30,29280.30,2084846.70,1534.10,140624.90
26-02-2021,128073.30,11258.80,1742.90,12928.50,6536.60,24818185.40,6401.80,52520.80,40114309.30,27362.80,1958092.10,1435.90,129907.70
31-03-2021,123639.00,11084.80,1691.10,13995.60,6342.10,24562502.00,6211.50,52845.30,39020979.90,26579.10,1913845.90,1438.80,127706.00
30-04-2021,130934.30,11439.40,1767.70,14657.40,6628.90,25533702.80,6492.80,55040.20,40753168.50,27681.40,1966245.40,1468.40,132708.50
31-05-2021,137979.10,12084.80,1900.00,16105.40,7125.40,27131285.30,6978.30,59344.90,43786246.60,29772.20,2110939.40,1554.00,139376.80
30-06-2021,131054.90,11392.50,1763.20,15317.40,6612.50,25565673.60,6476.30,56509.00,40580658.20,27672.60,1985571.30,1486.80,128804.70
30-07-2021,135863.20,11787.60,1825.80,15376.50,6847.30,26404909.40,6706.30,60007.80,41910091.30,28673.40,2100068.90,1539.70,133550.20
31-08-2021,132497.70,11729.70,1814.90,15089.60,6807.00,25884299.50,6666.20,58497.20,41346822.40,28493.20,2104228.00,1537.40,132928.70
30-09-2021,129363.70,11262.20,1742.80,15483.50,6536.70,24943825.70,6401.60,58967.60,39666129.10,27396.80,2063475.30,1503.80,126849.70
29-10-2021,132476.20,11321.30,1769.20,17010.60,6635.90,25064431.20,6498.40,58704.80,40250814.00,27793.30,2067340.10,1528.80,125541.10
30-11-2021,135605.20,11496.10,1804.40,23958.40,6769.40,25843517.60,6627.70,60803.80,40948149.20,28418.40,2143446.60,1603.10,134213.50
31-12-2021,134239.00,11509.30,1805.90,23981.20,6779.90,25737878.50,6633.00,60324.40,41155323.70,28369.90,2146704.30,1588.00,135450.00
31-01-2022,133966.00,11427.40,1795.30,24084.20,6735.60,25819285.50,6594.00,59772.90,40662412.50,28203.40,2164173.90,1601.50,138983.80
28-02-2022,143902.40,12053.20,1909.90,26469.90,7165.20,27438816.40,7015.00,62404.40,43563680.70,30003.80,2296308.30,1700.40,204712.10
31-03-2022,147166.40,12319.30,1942.20,28487.00,7286.00,27894128.00,7133.60,64576.50,44359674.80,35502.50,2353982.80,1745.50,159936.00
29-04-2022,146104.60,12589.70,1911.30,28394.30,7168.90,27708116.80,7020.30,65462.00,43890138.70,35339.90,2400592.90,1811.70,135367.80
31-05-2022,142749.80,12239.80,1838.70,30126.20,6896.00,26810084.00,6753.70,62920.30,42639451.90,34209.00,2274839.60,1716.40,115838.10
30-06-2022,143493.00,12163.50,1817.00,30337.50,6817.60,27068757.50,6674.00,64240.00,42272505.00,34159.60,2359192.80,1738.00,99480.80
29-07-2022,138976.70,11813.00,1753.40,31414.80,6585.80,26007304.10,6440.30,64542.70,40924353.70,33174.30,2277841.80,1719.60,111560.10
31-08-2022,136342.20,11829.30,1715.90,31219.90,6450.10,25468244.30,6302.60,62566.00,40229273.20,32962.40,2295101.90,1706.40,104069.30
30-09-2022,135999.00,11854.70,1671.80,30991.70,6280.80,25456573.10,6140.40,63058.40,39896313.80,32666.00,2391772.70,1706.50,102185.70
31-10-2022,135672.30,11962.40,1639.00,30490.20,6158.60,25564302.50,6020.10,62380.30,40729150.00,39581.90,2334673.60,1658.30,101126.30
30-11-2022,142798.50,12525.20,1753.50,32604.40,6591.80,27585185.30,6440.60,61837.20,43215007.50,43048.40,2312603.50,1703.00,106788.20
30-12-2022,150051.50,12608.70,1813.80,33952.50,6816.10,28235553.10,6661.30,62819.20,42759156.30,44899.40,2293486.90,1699.50,132403.80
